It.no.|   Time    |time step |SOR iterations | residual | SOR converged 
    407 |  4.243309 | 0.003593 |      323      | 0.000995 | Yes 
    408 |  4.246902 | 0.003593 |      512      | 0.000996 | Yes 
    409 |  4.250494 | 0.003593 |      503      | 0.000996 | Yes 
    410 |  4.254087 | 0.003593 |      272      | 0.000991 | Yes 
    411 |  4.257680 | 0.003593 |      349      | 0.000999 | Yes 
    412 |  4.261272 | 0.003593 |      323      | 0.000991 | Yes 
    413 |  4.264865 | 0.003593 |      205      | 0.000994 | Yes 
    414 |  4.268457 | 0.003593 |      196      | 0.000999 | Yes 
    415 |  4.272050 | 0.003593 |      536      | 0.000990 | Yes 
    416 |  4.275642 | 0.003593 |      483      | 0.000991 | Yes 
    417 |  4.279235 | 0.003593 |      570      | 0.000998 | Yes 
    418 |  4.282827 | 0.003593 |      423      | 0.000996 | Yes 
    419 |  4.286420 | 0.003593 |      144      | 0.000982 | Yes 
    420 |  4.290012 | 0.003593 |      224      | 0.000996 | Yes 
    421 |  4.293605 | 0.003593 |      302      | 0.000997 | Yes 
    422 |  4.297197 | 0.003593 |      471      | 0.000994 | Yes 
    423 |  4.300790 | 0.003593 |      441      | 0.000994 | Yes 
    424 |  4.304383 | 0.003593 |      450      | 0.000996 | Yes 
    425 |  4.307975 | 0.003593 |      533      | 0.000995 | Yes 
    426 |  4.311568 | 0.003593 |      305      | 0.000991 | Yes 
    427 |  4.315160 | 0.003593 |      440      | 0.000999 | Yes 
    428 |  4.318753 | 0.003593 |      436      | 0.000996 | Yes 
    429 |  4.322345 | 0.003593 |      332      | 0.000994 | Yes 
    430 |  4.325938 | 0.003593 |      398      | 0.000995 | Yes 
    431 |  4.329530 | 0.003593 |      417      | 0.000996 | Yes 
    432 |  4.333123 | 0.003593 |      488      | 0.000994 | Yes 
    433 |  4.336715 | 0.003593 |      318      | 0.000999 | Yes 
    434 |  4.340308 | 0.003593 |      243      | 0.000993 | Yes 
    435 |  4.343901 | 0.003593 |      350      | 0.000991 | Yes 
    436 |  4.347493 | 0.003593 |      322      | 0.000983 | Yes 
    437 |  4.351086 | 0.003593 |      234      | 0.000996 | Yes 
    438 |  4.354678 | 0.003593 |      142      | 0.000989 | Yes 
    439 |  4.358271 | 0.003593 |      410      | 0.000994 | Yes 
    440 |  4.361863 | 0.003593 |      353      | 0.000986 | Yes 
    441 |  4.365456 | 0.003593 |      239      | 0.000988 | Yes 
    442 |  4.369048 | 0.003593 |      380      | 0.000986 | Yes 
    443 |  4.372641 | 0.003593 |      759      | 0.000995 | Yes 
    444 |  4.376233 | 0.003593 |      767      | 0.000990 | Yes 
    445 |  4.379826 | 0.003593 |      257      | 0.000996 | Yes 
    446 |  4.383418 | 0.003593 |      336      | 0.000992 | Yes 
    447 |  4.387011 | 0.003593 |      226      | 0.000998 | Yes 
    448 |  4.390604 | 0.003593 |      349      | 0.000994 | Yes 
    449 |  4.394196 | 0.003593 |      252      | 0.000996 | Yes 
    450 |  4.397789 | 0.003593 |      267      | 0.000994 | Yes 
    451 |  4.401381 | 0.003593 |      413      | 0.000993 | Yes 
    452 |  4.404974 | 0.003593 |      633      | 0.000991 | Yes 
    453 |  4.408566 | 0.003593 |      601      | 0.001000 | Yes 
    454 |  4.412159 | 0.003593 |      367      | 0.000993 | Yes 
    455 |  4.415751 | 0.003593 |      530      | 0.000995 | Yes 
    456 |  4.419344 | 0.003593 |      481      | 0.000992 | Yes 
    457 |  4.422936 | 0.003593 |      414      | 0.000989 | Yes 
    458 |  4.426529 | 0.003593 |      510      | 0.000996 | Yes 
    459 |  4.430122 | 0.003593 |      500      | 0.000996 | Yes 
    460 |  4.433714 | 0.003593 |      329      | 0.000994 | Yes 
    461 |  4.437307 | 0.003593 |      237      | 0.000994 | Yes 
    462 |  4.440899 | 0.003593 |      140      | 0.000998 | Yes 
    463 |  4.444492 | 0.003593 |      483      | 0.000998 | Yes 
    464 |  4.448084 | 0.003593 |      469      | 0.000991 | Yes 
    465 |  4.451677 | 0.003593 |      167      | 0.000988 | Yes 
    466 |  4.455269 | 0.003593 |      687      | 0.000994 | Yes 
    467 |  4.458862 | 0.003593 |      680      | 0.000991 | Yes 
    468 |  4.462454 | 0.003593 |      520      | 0.000994 | Yes 
    469 |  4.466047 | 0.003593 |      251      | 0.000999 | Yes 
    470 |  4.469639 | 0.003593 |      469      | 0.000998 | Yes 
    471 |  4.473232 | 0.003593 |      474      | 0.001000 | Yes 
    472 |  4.476825 | 0.003593 |      505      | 0.000992 | Yes 
    473 |  4.480417 | 0.003593 |      454      | 0.000997 | Yes 
    474 |  4.484010 | 0.003593 |      318      | 0.001000 | Yes 
    475 |  4.487602 | 0.003593 |      382      | 0.001000 | Yes 
    476 |  4.491195 | 0.003593 |      183      | 0.000984 | Yes 
    477 |  4.494787 | 0.003593 |      302      | 0.000992 | Yes 
    478 |  4.498380 | 0.003593 |      378      | 0.000991 | Yes 
    479 |  4.501972 | 0.003593 |      450      | 0.000995 | Yes 
    480 |  4.505565 | 0.003593 |      514      | 0.000998 | Yes 
    481 |  4.509157 | 0.003593 |      519      | 0.000994 | Yes 
    482 |  4.512750 | 0.003593 |      533      | 0.001000 | Yes 
    483 |  4.516343 | 0.003593 |      518      | 0.001000 | Yes 
    484 |  4.519935 | 0.003593 |      209      | 0.000999 | Yes 
    485 |  4.523528 | 0.003593 |      256      | 0.000996 | Yes 
    486 |  4.527120 | 0.003593 |      246      | 0.000989 | Yes 
    487 |  4.530713 | 0.003593 |      327      | 0.000992 | Yes 
    488 |  4.534305 | 0.003593 |      249      | 0.000989 | Yes 
    489 |  4.537898 | 0.003593 |      266      | 0.000995 | Yes 
    490 |  4.541490 | 0.003593 |      271      | 0.000990 | Yes 
    491 |  4.545083 | 0.003593 |      471      | 0.000996 | Yes 
    492 |  4.548675 | 0.003593 |      454      | 0.000996 | Yes 
    493 |  4.552268 | 0.003593 |      118      | 0.000993 | Yes 
    494 |  4.555860 | 0.003593 |      381      | 0.000992 | Yes 
    495 |  4.559453 | 0.003593 |      204      | 0.000989 | Yes 
    496 |  4.563046 | 0.003593 |      538      | 0.000999 | Yes 
    497 |  4.566638 | 0.003593 |      356      | 0.001000 | Yes 
    498 |  4.570231 | 0.003593 |      525      | 0.000995 | Yes 
    499 |  4.573823 | 0.003593 |      264      | 0.000998 | Yes 
    500 |  4.577416 | 0.003593 |      169      | 0.000994 | Yes 
    501 |  4.581008 | 0.003593 |      336      | 0.000995 | Yes 
    502 |  4.584601 | 0.003593 |      135      | 0.000994 | Yes 
    503 |  4.588193 | 0.003593 |      382      | 0.000992 | Yes 
    504 |  4.591786 | 0.003593 |      315      | 0.000990 | Yes 
    505 |  4.595378 | 0.003593 |      340      | 0.000989 | Yes 
    506 |  4.598971 | 0.003593 |      320      | 0.000992 | Yes 
    507 |  4.602564 | 0.003593 |      497      | 0.000996 | Yes 
    508 |  4.606156 | 0.003593 |      449      | 0.000999 | Yes 
    509 |  4.609749 | 0.003593 |      219      | 0.000991 | Yes 
    510 |  4.613341 | 0.003593 |      30      | 0.000983 | Yes 
    511 |  4.616934 | 0.003593 |      209      | 0.000997 | Yes 
    512 |  4.620526 | 0.003593 |      255      | 0.000998 | Yes 
    513 |  4.624119 | 0.003593 |      208      | 0.001000 | Yes 
    514 |  4.627711 | 0.003593 |      177      | 0.000997 | Yes 
    515 |  4.631304 | 0.003593 |      397      | 0.000992 | Yes 
    516 |  4.634896 | 0.003593 |      335      | 0.000994 | Yes 
    517 |  4.638489 | 0.003593 |      262      | 0.000996 | Yes 
    518 |  4.642081 | 0.003593 |      480      | 0.000994 | Yes 
    519 |  4.645674 | 0.003593 |      450      | 0.000998 | Yes 
    520 |  4.649267 | 0.003593 |      142      | 0.000989 | Yes 
    521 |  4.652859 | 0.003593 |      380      | 0.000992 | Yes 
    522 |  4.656452 | 0.003593 |      545      | 0.000991 | Yes 
    523 |  4.660044 | 0.003593 |      545      | 0.000995 | Yes 
    524 |  4.663637 | 0.003593 |      337      | 0.000997 | Yes 
    525 |  4.667229 | 0.003593 |      327      | 0.000994 | Yes 
    526 |  4.670822 | 0.003593 |      175      | 0.000992 | Yes 
    527 |  4.674414 | 0.003593 |      494      | 0.000996 | Yes 
    528 |  4.678007 | 0.003593 |      459      | 0.000992 | Yes 
    529 |  4.681599 | 0.003593 |      340      | 0.000997 | Yes 
    530 |  4.685192 | 0.003593 |      321      | 0.000995 | Yes 
    531 |  4.688784 | 0.003593 |      423      | 0.000995 | Yes 
    532 |  4.692377 | 0.003593 |      383      | 0.000997 | Yes 
    533 |  4.695970 | 0.003593 |      425      | 0.000996 | Yes 
    534 |  4.699562 | 0.003593 |      192      | 0.000992 | Yes 
    535 |  4.703155 | 0.003593 |      450      | 0.000997 | Yes 
    536 |  4.706747 | 0.003593 |      419      | 0.000995 | Yes 
    537 |  4.710340 | 0.003593 |      219      | 0.000998 | Yes 
    538 |  4.713932 | 0.003593 |      93      | 0.000990 | Yes 
    539 |  4.717525 | 0.003593 |      459      | 0.000990 | Yes 
    540 |  4.721117 | 0.003593 |      435      | 0.000999 | Yes 
    541 |  4.724710 | 0.003593 |      282      | 0.000994 | Yes 
    542 |  4.728302 | 0.003593 |      66      | 0.000994 | Yes 
    543 |  4.731895 | 0.003593 |      483      | 0.000990 | Yes 
    544 |  4.735488 | 0.003593 |      460      | 0.001000 | Yes 
    545 |  4.739080 | 0.003593 |      471      | 0.000995 | Yes 
    546 |  4.742673 | 0.003593 |      627      | 0.000989 | Yes 
    547 |  4.746265 | 0.003593 |      640      | 0.000994 | Yes 
    548 |  4.749858 | 0.003593 |      184      | 0.000997 | Yes 
    549 |  4.753450 | 0.003593 |      283      | 0.000991 | Yes 
    550 |  4.757043 | 0.003593 |      136      | 0.000993 | Yes 
    551 |  4.760635 | 0.003593 |      269      | 0.000990 | Yes 
    552 |  4.764228 | 0.003593 |      169      | 0.000995 | Yes 
    553 |  4.767820 | 0.003593 |      159      | 0.000990 | Yes 
    554 |  4.771413 | 0.003593 |      162      | 0.000996 | Yes 
    555 |  4.775005 | 0.003593 |      103      | 0.000988 | Yes 
    556 |  4.778598 | 0.003593 |      149      | 0.000999 | Yes 
    557 |  4.782191 | 0.003593 |      245      | 0.000989 | Yes 
    558 |  4.785783 | 0.003593 |      36      | 0.000962 | Yes 
    559 |  4.789376 | 0.003593 |      231      | 0.000998 | Yes 
    560 |  4.792968 | 0.003593 |      270      | 0.000989 | Yes 
    561 |  4.796561 | 0.003593 |      105      | 0.000990 | Yes 
    562 |  4.800153 | 0.003593 |      188      | 0.000991 | Yes 
    563 |  4.803746 | 0.003593 |      165      | 0.000996 | Yes 
    564 |  4.807338 | 0.003593 |      256      | 0.000991 | Yes 
    565 |  4.810931 | 0.003593 |      62      | 0.000991 | Yes 
    566 |  4.814523 | 0.003593 |      252      | 0.000999 | Yes 
    567 |  4.818116 | 0.003593 |      130      | 0.000983 | Yes 
    568 |  4.821709 | 0.003593 |      97      | 0.000984 | Yes 
    569 |  4.825301 | 0.003593 |      50      | 0.000980 | Yes 
    570 |  4.828894 | 0.003593 |      160      | 0.000993 | Yes 
    571 |  4.832486 | 0.003593 |      249      | 0.001000 | Yes 
    572 |  4.836079 | 0.003593 |      305      | 0.000999 | Yes 
    573 |  4.839671 | 0.003593 |      266      | 0.000996 | Yes 
    574 |  4.843264 | 0.003593 |      170      | 0.000994 | Yes 
    575 |  4.846856 | 0.003593 |      247      | 0.000993 | Yes 
    576 |  4.850449 | 0.003593 |      192      | 0.000998 | Yes 
    577 |  4.854041 | 0.003593 |      241      | 0.000993 | Yes 
    578 |  4.857634 | 0.003593 |      328      | 0.000998 | Yes 
    579 |  4.861226 | 0.003593 |      403      | 0.001000 | Yes 
    580 |  4.864819 | 0.003593 |      179      | 0.000993 | Yes 
    581 |  4.868412 | 0.003593 |      149      | 0.000997 | Yes 
    582 |  4.872004 | 0.003593 |      90      | 0.000990 | Yes 
    583 |  4.875597 | 0.003593 |      124      | 0.000995 | Yes 
    584 |  4.879189 | 0.003593 |      418      | 0.000988 | Yes 
    585 |  4.882782 | 0.003593 |      575      | 0.000991 | Yes 
    586 |  4.886374 | 0.003593 |      509      | 0.000992 | Yes 
    587 |  4.889967 | 0.003593 |      315      | 0.000989 | Yes 
    588 |  4.893559 | 0.003593 |      364      | 0.000990 | Yes 
    589 |  4.897152 | 0.003593 |      529      | 0.000988 | Yes 
    590 |  4.900744 | 0.003593 |      514      | 0.000991 | Yes 
    591 |  4.904337 | 0.003593 |      350      | 0.000997 | Yes 
    592 |  4.907930 | 0.003593 |      353      | 0.000993 | Yes 
    593 |  4.911522 | 0.003593 |      195      | 0.000990 | Yes 
    594 |  4.915115 | 0.003593 |      292      | 0.000990 | Yes 
    595 |  4.918707 | 0.003593 |      263      | 0.000996 | Yes 
    596 |  4.922300 | 0.003593 |      151      | 0.000996 | Yes 
    597 |  4.925892 | 0.003593 |      376      | 0.000997 | Yes 
    598 |  4.929485 | 0.003593 |      254      | 0.000987 | Yes 
    599 |  4.933077 | 0.003593 |      74      | 0.000982 | Yes 
    600 |  4.936670 | 0.003593 |      57      | 0.000985 | Yes 
    601 |  4.940262 | 0.003593 |      131      | 0.001000 | Yes 
    602 |  4.943855 | 0.003593 |      134      | 0.000989 | Yes 
    603 |  4.947447 | 0.003593 |      41      | 0.000969 | Yes 
    604 |  4.951040 | 0.003593 |      55      | 0.000981 | Yes 
    605 |  4.954633 | 0.003593 |      67      | 0.000981 | Yes 
    606 |  4.958225 | 0.003593 |      86      | 0.000980 | Yes 
    607 |  4.961818 | 0.003593 |      200      | 0.000991 | Yes 
    608 |  4.965410 | 0.003593 |      234      | 0.000999 | Yes 
    609 |  4.969003 | 0.003593 |      112      | 0.000978 | Yes 
    610 |  4.972595 | 0.003593 |      143      | 0.000987 | Yes 
    611 |  4.976188 | 0.003593 |      75      | 0.000983 | Yes 
    612 |  4.979780 | 0.003593 |      42      | 0.000981 | Yes 
    613 |  4.983373 | 0.003593 |      89      | 0.000989 | Yes 
    614 |  4.986965 | 0.003593 |      66      | 0.000994 | Yes 
    615 |  4.990558 | 0.003593 |      499      | 0.000995 | Yes 
    616 |  4.994151 | 0.003593 |      471      | 0.000996 | Yes 
    617 |  4.997743 | 0.003593 |      481      | 0.000996 | Yes 
    618 |  5.001336 | 0.003593 |      461      | 0.000998 | Yes 
    619 |  5.004928 | 0.003593 |      298      | 0.000999 | Yes 
    620 |  5.008521 | 0.003593 |      150      | 0.000986 | Yes 
    621 |  5.012113 | 0.003593 |      479      | 0.000990 | Yes 
    622 |  5.015706 | 0.003593 |      462      | 0.000994 | Yes 
    623 |  5.019298 | 0.003593 |      155      | 0.000999 | Yes 
    624 |  5.022891 | 0.003593 |      119      | 0.000975 | Yes 
    625 |  5.026483 | 0.003593 |      167      | 0.000997 | Yes 
    626 |  5.030076 | 0.003593 |      122      | 0.000986 | Yes 
    627 |  5.033668 | 0.003593 |      153      | 0.000993 | Yes 
    628 |  5.037261 | 0.003593 |      125      | 0.000988 | Yes 
    629 |  5.040854 | 0.003593 |      283      | 0.000998 | Yes 
    630 |  5.044446 | 0.003593 |      262      | 0.000996 | Yes 
    631 |  5.048039 | 0.003593 |      87      | 0.000988 | Yes 
    632 |  5.051631 | 0.003593 |      154      | 0.000990 | Yes 
    633 |  5.055224 | 0.003593 |      697      | 0.000995 | Yes 
    634 |  5.058816 | 0.003593 |      590      | 0.000991 | Yes 
    635 |  5.062409 | 0.003593 |      485      | 0.000998 | Yes 
    636 |  5.066001 | 0.003593 |      410      | 0.000996 | Yes 
    637 |  5.069594 | 0.003593 |      152      | 0.000994 | Yes 
    638 |  5.073186 | 0.003593 |      530      | 0.000998 | Yes 
    639 |  5.076779 | 0.003593 |      498      | 0.000993 | Yes 
    640 |  5.080371 | 0.003593 |      362      | 0.000991 | Yes 
    641 |  5.083964 | 0.003593 |      496      | 0.000996 | Yes 
    642 |  5.087557 | 0.003593 |      442      | 0.000992 | Yes 
    643 |  5.091149 | 0.003593 |      154      | 0.000996 | Yes 
    644 |  5.094742 | 0.003593 |      235      | 0.000996 | Yes 
    645 |  5.098334 | 0.003593 |      253      | 0.000993 | Yes 
    646 |  5.101927 | 0.003593 |      133      | 0.000990 | Yes 
    647 |  5.105519 | 0.003593 |      212      | 0.000988 | Yes 
    648 |  5.109112 | 0.003593 |      148      | 0.000989 | Yes 
    649 |  5.112704 | 0.003593 |      71      | 0.000990 | Yes 
    650 |  5.116297 | 0.003593 |      130      | 0.000997 | Yes 
    651 |  5.119889 | 0.003593 |      57      | 0.000988 | Yes 
    652 |  5.123482 | 0.003593 |      281      | 0.000991 | Yes 
    653 |  5.127075 | 0.003593 |      266      | 0.000995 | Yes 
    654 |  5.130667 | 0.003593 |      188      | 0.000988 | Yes 
    655 |  5.134260 | 0.003593 |      162      | 0.000990 | Yes 
    656 |  5.137852 | 0.003593 |      90      | 0.000999 | Yes 
    657 |  5.141445 | 0.003593 |      36      | 0.000942 | Yes 
    658 |  5.145037 | 0.003593 |      185      | 0.000997 | Yes 
    659 |  5.148630 | 0.003593 |      141      | 0.000990 | Yes 
    660 |  5.152222 | 0.003593 |      158      | 0.000997 | Yes 
    661 |  5.155815 | 0.003593 |      101      | 0.000985 | Yes 
    662 |  5.159407 | 0.003593 |      97      | 0.000988 | Yes 
    663 |  5.163000 | 0.003593 |      209      | 0.000989 | Yes 
    664 |  5.166592 | 0.003593 |      150      | 0.000993 | Yes 
    665 |  5.170185 | 0.003593 |      231      | 0.000990 | Yes 
    666 |  5.173778 | 0.003593 |      118      | 0.000983 | Yes 
    667 |  5.177370 | 0.003593 |      161      | 0.000996 | Yes 
    668 |  5.180963 | 0.003593 |      71      | 0.000990 | Yes 
    669 |  5.184555 | 0.003593 |      163      | 0.000997 | Yes 
    670 |  5.188148 | 0.003593 |      81      | 0.000998 | Yes 
    671 |  5.191740 | 0.003593 |      174      | 0.000995 | Yes 
    672 |  5.195333 | 0.003593 |      142      | 0.000989 | Yes 
    673 |  5.198925 | 0.003593 |      206      | 0.000987 | Yes 
    674 |  5.202518 | 0.003593 |      100      | 0.000992 | Yes 
    675 |  5.206110 | 0.003593 |      145      | 0.000990 | Yes 
    676 |  5.209703 | 0.003593 |      147      | 0.000993 | Yes 
    677 |  5.213296 | 0.003593 |      48      | 0.000995 | Yes 
    678 |  5.216888 | 0.003593 |      36      | 0.000949 | Yes 
    679 |  5.220481 | 0.003593 |      64      | 0.000982 | Yes 
    680 |  5.224073 | 0.003593 |      66      | 0.000989 | Yes 
    681 |  5.227666 | 0.003593 |      246      | 0.000999 | Yes 
    682 |  5.231258 | 0.003593 |      45      | 0.000994 | Yes 
    683 |  5.234851 | 0.003593 |      170      | 0.000996 | Yes 
    684 |  5.238443 | 0.003593 |      52      | 0.000998 | Yes 
    685 |  5.242036 | 0.003593 |      242      | 0.000990 | Yes 
    686 |  5.245628 | 0.003593 |      53      | 0.000987 | Yes 
    687 |  5.249221 | 0.003593 |      173      | 0.000996 | Yes 
    688 |  5.252813 | 0.003593 |      124      | 0.000987 | Yes 
    689 |  5.256406 | 0.003593 |      95      | 0.000999 | Yes 
    690 |  5.259999 | 0.003593 |      91      | 0.000984 | Yes 
    691 |  5.263591 | 0.003593 |      67      | 0.000990 | Yes 
    692 |  5.267184 | 0.003593 |      117      | 0.000993 | Yes 
    693 |  5.270776 | 0.003593 |      124      | 0.000989 | Yes 
    694 |  5.274369 | 0.003593 |      211      | 0.001000 | Yes 
